EmployeeID,recorddate_key,birthdate_key,orighiredate_key,terminationdate_key,age,length_of_service,city_name,department_name,job_title,store_name,gender_short,gender_full,termreason_desc,termtype_desc,STATUS_YEAR,STATUS,BUSINESS_UNIT
2850,12/31/2006 0:00,5/15/1957,1/27/1994,1/01/1900,49,12,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2851,12/31/2006 0:00,5/18/1957,1/29/1994,12/09/2011,49,12,North Vancouver,Meats,Meat Cutter,22,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2852,12/31/2006 0:00,5/22/1957,1/31/1994,1/01/1900,49,12,Victoria,Meats,Meat Cutter,46,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2853,12/31/2006 0:00,7/27/1942,2/01/1994,7/27/2007,64,12,Vancouver,Dairy,Dairy Person,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2856,12/31/2006 0:00,5/30/1957,2/04/1994,1/01/1900,49,12,New Westminster,Meats,Meat Cutter,21,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2857,12/31/2006 0:00,5/30/1957,2/04/1994,1/01/1900,49,12,Burnaby,Bakery,Baker,5,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2858,12/31/2006 0:00,6/01/1957,2/05/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2859,12/31/2006 0:00,6/08/1957,2/09/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2860,12/31/2006 0:00,6/11/1957,2/11/1994,1/01/1900,49,12,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2862,12/31/2006 0:00,8/07/1942,2/12/1994,8/07/2007,64,12,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2863,12/31/2006 0:00,6/14/1957,2/12/1994,1/01/1900,49,12,North Vancouver,Meats,Meat Cutter,22,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2865,12/31/2006 0:00,8/09/1942,2/14/1994,8/09/2007,64,12,Vancouver,Dairy,Dairy Person,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2868,12/31/2006 0:00,6/21/1957,2/16/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2869,12/31/2006 0:00,6/22/1957,2/16/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2870,12/31/2006 0:00,6/23/1957,2/17/1994,1/01/1900,49,12,Victoria,Meats,Meat Cutter,46,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2871,12/31/2006 0:00,8/12/1942,2/17/1994,8/12/2007,64,12,Trail,Meats,Meat Cutter,33,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2872,12/31/2006 0:00,6/24/1957,2/17/1994,1/01/1900,49,12,Abbotsford,Meats,Meat Cutter,1,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2873,12/31/2006 0:00,6/23/1957,2/17/1994,12/16/2011,49,12,Victoria,Meats,Meat Cutter,46,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2875,12/31/2006 0:00,6/27/1957,2/19/1994,1/01/1900,49,12,Chilliwack,Meats,Meat Cutter,6,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2876,12/31/2006 0:00,6/28/1957,2/20/1994,1/01/1900,49,12,Victoria,Meats,Meat Cutter,46,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2877,12/31/2006 0:00,8/15/1942,2/20/1994,8/15/2007,64,12,Richmond,Meats,Meat Cutter,29,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2878,12/31/2006 0:00,6/30/1957,2/21/1994,1/01/1900,49,12,Prince George,Meats,Meat Cutter,26,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2880,12/31/2006 0:00,7/04/1957,2/23/1994,1/01/1900,49,12,Aldergrove,Meats,Meat Cutter,2,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2881,12/31/2006 0:00,7/06/1957,2/24/1994,1/01/1900,49,12,Victoria,Meats,Meat Cutter,46,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2882,12/31/2006 0:00,7/07/1957,2/24/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2883,12/31/2006 0:00,7/07/1957,2/24/1994,1/01/1900,49,12,Cranbrook,Meats,Meat Cutter,8,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2884,12/31/2006 0:00,7/09/1957,2/25/1994,1/01/1900,49,12,Williams Lake,Meats,Meat Cutter,40,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2886,12/31/2006 0:00,7/12/1957,2/27/1994,1/01/1900,49,12,Terrace,Meats,Meat Cutter,32,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2887,12/31/2006 0:00,7/14/1957,2/28/1994,12/30/2015,49,12,Ocean Falls,Dairy,Dairy Person,23,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2888,12/31/2006 0:00,7/14/1957,2/28/1994,1/01/1900,49,12,Williams Lake,Meats,Meat Cutter,40,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2890,12/31/2006 0:00,7/15/1957,3/01/1994,1/01/1900,49,12,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2891,12/31/2006 0:00,7/19/1957,3/03/1994,1/01/1900,49,12,Nanaimo,Meats,Meat Cutter,18,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2892,12/31/2006 0:00,7/23/1957,3/05/1994,1/01/1900,49,12,Prince George,Meats,Meat Cutter,26,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2893,12/31/2006 0:00,8/28/1942,3/05/1994,8/28/2007,64,12,Nanaimo,Meats,Meat Cutter,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2894,12/31/2006 0:00,7/25/1957,3/06/1994,6/19/2008,49,12,Victoria,Produce,Produce Clerk,46,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2895,12/31/2006 0:00,9/01/1942,3/09/1994,9/01/2007,64,12,Vancouver,Dairy,Dairy Person,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2896,12/31/2006 0:00,8/04/1957,3/11/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2897,12/31/2006 0:00,8/06/1957,3/12/1994,1/01/1900,49,12,Squamish,Meats,Meat Cutter,30,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2900,12/31/2006 0:00,9/06/1942,3/14/1994,9/06/2007,64,12,Vancouver,Dairy,Dairy Person,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2901,12/31/2006 0:00,8/11/1957,3/15/1994,1/01/1900,49,12,Prince George,Meats,Meat Cutter,26,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2903,12/31/2006 0:00,8/16/1957,3/17/1994,1/01/1900,49,12,Trail,Meats,Meat Cutter,33,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2906,12/31/2006 0:00,8/22/1957,3/21/1994,1/01/1900,49,12,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2907,12/31/2006 0:00,9/15/1942,3/23/1994,9/15/2007,64,12,Prince George,Meats,Meat Cutter,26,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2908,12/31/2006 0:00,8/27/1957,3/23/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2909,12/31/2006 0:00,9/05/1957,3/28/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2910,12/31/2006 0:00,9/20/1942,3/28/1994,9/20/2007,64,12,Victoria,Meats,Meat Cutter,37,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2911,12/31/2006 0:00,9/05/1957,3/28/1994,1/01/1900,49,12,Chilliwack,Produce,Produce Clerk,6,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2913,12/31/2006 0:00,9/22/1942,3/30/1994,9/22/2007,64,12,Victoria,Meats,Meat Cutter,37,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2915,12/31/2006 0:00,9/14/1957,4/02/1994,1/01/1900,49,12,North Vancouver,Meats,Meat Cutter,22,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2916,12/31/2006 0:00,9/26/1942,4/03/1994,9/26/2007,64,12,Vancouver,Dairy,Dairy Person,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2917,12/31/2006 0:00,9/20/1957,4/05/1994,1/01/1900,49,12,Chilliwack,Produce,Produce Clerk,6,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2918,12/31/2006 0:00,9/29/1942,4/06/1994,9/29/2007,64,12,Richmond,Meats,Meat Cutter,29,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2919,12/31/2006 0:00,9/30/1942,4/07/1994,9/30/2007,64,12,Fort St John,Meats,Meat Cutter,12,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2920,12/31/2006 0:00,9/25/1957,4/08/1994,1/01/1900,49,12,New Westminster,Meats,Meat Cutter,21,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2922,12/31/2006 0:00,9/26/1957,4/08/1994,1/01/1900,49,12,Nanaimo,Meats,Meat Cutter,18,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2923,12/31/2006 0:00,9/27/1957,4/09/1994,1/01/1900,49,12,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2924,12/31/2006 0:00,9/27/1957,4/09/1994,1/01/1900,49,12,Williams Lake,Meats,Meat Cutter,40,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2926,12/31/2006 0:00,9/30/1957,4/10/1994,1/01/1900,49,12,Chilliwack,Produce,Produce Clerk,6,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2928,12/31/2006 0:00,9/30/1957,4/10/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2931,12/31/2006 0:00,10/14/1957,4/18/1994,1/01/1900,49,12,Surrey,Meats,Meat Cutter,31,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2932,12/31/2006 0:00,10/12/1942,4/19/1994,10/12/2007,64,12,Richmond,Meats,Meat Cutter,29,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2933,12/31/2006 0:00,11/03/1957,4/28/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2934,12/31/2006 0:00,11/03/1957,4/28/1994,1/01/1900,49,12,Victoria,Produce,Produce Clerk,46,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2935,12/31/2006 0:00,11/04/1957,4/29/1994,6/20/2007,49,12,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2936,12/31/2006 0:00,11/05/1957,4/29/1994,1/01/1900,49,12,Vernon,Produce,Produce Clerk,36,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2937,12/31/2006 0:00,10/25/1942,5/02/1994,10/25/2007,64,12,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2938,12/31/2006 0:00,10/28/1942,5/05/1994,10/28/2007,64,12,Kamloops,Produce,Produce Clerk,15,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2941,12/31/2006 0:00,10/29/1942,5/06/1994,10/29/2007,64,12,North Vancouver,Meats,Meat Cutter,22,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2942,12/31/2006 0:00,10/30/1942,5/07/1994,10/30/2007,64,12,Vancouver,Dairy,Dairy Person,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2943,12/31/2006 0:00,11/19/1957,5/07/1994,1/01/1900,49,12,New Westminster,Meats,Meat Cutter,21,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2944,12/31/2006 0:00,11/19/1957,5/07/1994,1/01/1900,49,12,New Westminster,Meats,Meat Cutter,21,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2945,12/31/2006 0:00,11/21/1957,5/08/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2946,12/31/2006 0:00,10/31/1942,5/08/1994,10/31/2007,64,12,Victoria,Meats,Meat Cutter,37,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2947,12/31/2006 0:00,11/23/1957,5/09/1994,1/01/1900,49,12,Nanaimo,Meats,Meat Cutter,18,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2948,12/31/2006 0:00,11/23/1957,5/09/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2949,12/31/2006 0:00,11/23/1957,5/09/1994,1/01/1900,49,12,Williams Lake,Meats,Meat Cutter,40,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2950,12/31/2006 0:00,11/25/1957,5/10/1994,1/01/1900,49,12,Prince George,Meats,Meat Cutter,26,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2951,12/31/2006 0:00,11/28/1957,5/11/1994,1/01/1900,49,12,Nanaimo,Meats,Meat Cutter,18,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2953,12/31/2006 0:00,11/07/1942,5/15/1994,11/07/2007,64,12,Prince George,Meats,Meat Cutter,26,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2954,12/31/2006 0:00,12/06/1957,5/16/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2955,12/31/2006 0:00,12/12/1957,5/19/1994,1/01/1900,49,12,Victoria,Produce,Produce Clerk,46,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2957,12/31/2006 0:00,12/18/1957,5/22/1994,1/01/1900,49,12,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2958,12/31/2006 0:00,12/18/1957,5/22/1994,1/01/1900,49,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2959,12/31/2006 0:00,12/22/1957,5/24/1994,1/01/1900,49,12,Terrace,Meats,Meat Cutter,32,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2960,12/31/2006 0:00,12/24/1957,5/25/1994,1/01/1900,49,12,Squamish,Meats,Meat Cutter,30,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2961,12/31/2006 0:00,12/28/1957,5/27/1994,1/01/1900,49,12,Cranbrook,Meats,Meat Cutter,8,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2963,12/31/2006 0:00,11/20/1942,5/28/1994,11/20/2007,64,12,Kamloops,Produce,Produce Clerk,15,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2964,12/31/2006 0:00,1/02/1958,5/30/1994,1/01/1900,48,12,Fort St John,Meats,Meat Cutter,12,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2965,12/31/2006 0:00,11/23/1942,5/31/1994,11/23/2007,64,12,New Westminster,Meats,Meat Cutter,21,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2966,12/31/2006 0:00,1/04/1958,5/31/1994,1/01/1900,48,12,Richmond,Meats,Meat Cutter,29,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2967,12/31/2006 0:00,1/06/1958,6/01/1994,1/01/1900,48,12,Victoria,Produce,Produce Clerk,46,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2968,12/31/2006 0:00,1/06/1958,6/01/1994,1/01/1900,48,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2969,12/31/2006 0:00,1/08/1958,6/02/1994,1/01/1900,48,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2970,12/31/2006 0:00,11/26/1942,6/03/1994,11/26/2007,64,12,Dawson Creek,Produce,Produce Clerk,9,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2971,12/31/2006 0:00,11/27/1942,6/04/1994,11/27/2007,64,12,Nanaimo,Meats,Meat Cutter,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2972,12/31/2006 0:00,1/16/1958,6/06/1994,12/30/2014,48,12,Fort Nelson,Dairy,Dairy Person,11,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2973,12/31/2006 0:00,1/15/1958,6/06/1994,1/01/1900,48,12,Victoria,Produce,Produce Clerk,46,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2974,12/31/2006 0:00,11/29/1942,6/06/1994,11/29/2007,64,12,Richmond,Meats,Meat Cutter,29,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2976,12/31/2006 0:00,1/16/1958,6/06/1994,1/01/1900,48,12,Victoria,Produce,Produce Clerk,46,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2977,12/31/2006 0:00,11/30/1942,6/07/1994,11/30/2007,64,12,Aldergrove,Meats,Meat Cutter,2,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2978,12/31/2006 0:00,1/17/1958,6/07/1994,1/01/1900,48,12,Victoria,Produce,Produce Clerk,46,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2979,12/31/2006 0:00,1/18/1958,6/07/1994,1/01/1900,48,12,New Westminster,Meats,Meat Cutter,21,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2980,12/31/2006 0:00,1/21/1958,6/09/1994,12/24/2012,48,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2981,12/31/2006 0:00,1/25/1958,6/11/1994,1/01/1900,48,12,Victoria,Produce,Produce Clerk,46,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2982,12/31/2006 0:00,1/27/1958,6/12/1994,1/01/1900,48,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2983,12/31/2006 0:00,1/27/1958,6/12/1994,1/01/1900,48,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2984,12/31/2006 0:00,1/27/1958,6/12/1994,1/01/1900,48,12,Vernon,Produce,Produce Clerk,36,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2985,12/31/2006 0:00,1/26/1958,6/12/1994,1/01/1900,48,12,Nanaimo,Meats,Meat Cutter,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2986,12/31/2006 0:00,1/29/1958,6/13/1994,1/01/1900,48,12,New Westminster,Meats,Meat Cutter,21,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2987,12/31/2006 0:00,12/08/1942,6/15/1994,12/08/2007,64,12,Surrey,Meats,Meat Cutter,31,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2988,12/31/2006 0:00,12/08/1942,6/15/1994,12/08/2007,64,12,Vancouver,Dairy,Dairy Person,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2990,12/31/2006 0:00,2/10/1958,6/19/1994,1/01/1900,48,12,Nanaimo,Meats,Meat Cutter,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2991,12/31/2006 0:00,12/13/1942,6/20/1994,12/13/2007,64,12,Terrace,Dairy,Dairy Person,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2992,12/31/2006 0:00,2/13/1958,6/21/1994,1/01/1900,48,12,Surrey,Meats,Meat Cutter,31,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2993,12/31/2006 0:00,2/15/1958,6/22/1994,1/01/1900,48,12,Vernon,Produce,Produce Clerk,36,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2994,12/31/2006 0:00,2/15/1958,6/22/1994,1/01/1900,48,12,Quesnel,Meats,Meat Cutter,28,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2995,12/31/2006 0:00,2/15/1958,6/22/1994,1/01/1900,48,12,Vernon,Produce,Produce Clerk,36,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2996,12/31/2006 0:00,2/18/1958,6/24/1994,1/01/1900,48,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2997,12/31/2006 0:00,2/20/1958,6/25/1994,1/01/1900,48,12,Victoria,Produce,Produce Clerk,46,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2998,12/31/2006 0:00,2/22/1958,6/26/1994,12/30/2014,48,12,New Westminister,Bakery,Bakery Manager,20,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
2999,12/31/2006 0:00,2/22/1958,6/26/1994,1/01/1900,48,12,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3000,12/31/2006 0:00,12/21/1942,6/28/1994,12/21/2007,64,12,New Westminster,Meats,Meat Cutter,21,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3001,12/31/2006 0:00,3/04/1958,7/01/1994,1/01/1900,48,12,North Vancouver,Meats,Meat Cutter,22,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3002,12/31/2006 0:00,12/26/1942,7/03/1994,12/26/2007,64,12,Vancouver,Dairy,Dairy Person,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3003,12/31/2006 0:00,3/10/1958,7/04/1994,1/01/1900,48,12,Nanaimo,Produce,Produce Clerk,18,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3005,12/31/2006 0:00,12/28/1942,7/05/1994,12/28/2007,64,12,Victoria,Meats,Meat Cutter,37,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3006,12/31/2006 0:00,12/30/1942,7/07/1994,12/30/2007,64,12,Kamloops,Produce,Produce Clerk,15,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3007,12/31/2006 0:00,3/16/1958,7/07/1994,1/01/1900,48,12,Burnaby,Bakery,Baker,5,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3008,12/31/2006 0:00,12/31/1942,7/08/1994,12/31/2007,64,12,Vancouver,Dairy,Dairy Person,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3009,12/31/2006 0:00,3/17/1958,7/08/1994,1/01/1900,48,12,Victoria,Produce,Produce Clerk,46,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3011,12/31/2006 0:00,3/21/1958,7/10/1994,1/01/1900,48,12,Kelowna,Meats,Meat Cutter,16,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3012,12/31/2006 0:00,3/21/1958,7/10/1994,12/30/2015,48,12,White Rock,Dairy,Dairy Person,39,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3013,12/31/2006 0:00,1/02/1943,7/10/1994,1/02/2008,63,12,Nanaimo,Meats,Meat Cutter,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3015,12/31/2006 0:00,3/28/1958,7/14/1994,1/01/1900,48,12,Fort St John,Meats,Meat Cutter,12,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3016,12/31/2006 0:00,1/06/1943,7/14/1994,1/06/2008,63,12,Surrey,Meats,Meat Cutter,31,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3017,12/31/2006 0:00,1/08/1943,7/16/1994,1/08/2008,63,12,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3018,12/31/2006 0:00,1/08/1943,7/16/1994,1/08/2008,63,12,Princeton,Meats,Meat Cutter,27,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3019,12/31/2006 0:00,4/06/1958,7/19/1994,1/01/1900,48,12,Vancouver,Customer Service,Cashier,41,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3020,12/31/2006 0:00,4/08/1958,7/20/1994,1/01/1900,48,12,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3021,12/31/2006 0:00,4/16/1958,7/24/1994,1/01/1900,48,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3022,12/31/2006 0:00,1/18/1943,7/26/1994,1/18/2008,63,12,White Rock,Dairy,Dairy Person,39,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3023,12/31/2006 0:00,4/21/1958,7/26/1994,1/01/1900,48,12,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3024,12/31/2006 0:00,1/18/1943,7/26/1994,1/18/2008,63,12,Surrey,Meats,Meat Cutter,31,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3025,12/31/2006 0:00,4/22/1958,7/27/1994,1/01/1900,48,12,Chilliwack,Produce,Produce Clerk,6,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3026,12/31/2006 0:00,1/22/1943,7/30/1994,1/22/2008,63,12,Nanaimo,Meats,Meat Cutter,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3027,12/31/2006 0:00,4/27/1958,7/30/1994,1/01/1900,48,12,Nanaimo,Produce,Produce Clerk,18,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3029,12/31/2006 0:00,4/30/1958,7/31/1994,1/01/1900,48,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3031,12/31/2006 0:00,1/24/1943,8/01/1994,1/24/2008,63,12,Surrey,Meats,Meat Cutter,31,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3032,12/31/2006 0:00,5/02/1958,8/01/1994,1/01/1900,48,12,Nanaimo,Produce,Produce Clerk,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3033,12/31/2006 0:00,5/01/1958,8/01/1994,1/01/1900,48,12,Nanaimo,Produce,Produce Clerk,18,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
3034,12/31/2006 0:00,5/03/1958,8/02/1994,1/01/1900,48,12,Vancouver,Customer Service,Cashier,41,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
